dia_li,gdcd,hoa_hoc,lich_su,ngoai_ngu,sbd,sinh_hoc,toan,van,vat_li
4.75,5.75,,4,N1:4.40,33000436,,3.80,4.75,
6.75,9,,5.75,N1:2.40,33000437,,8.20,6,
,,5.75,,N1:4.20,33000438,6.25,7.40,6.25,7
,,8.75,,N1:6,33000439,6.50,9.40,7.25,8.50
4.75,5.75,,3.25,N1:2.80,33000440,,6.40,5,
,,8.25,,N1:4,33000441,5.75,8.80,5,7.25
7,8.25,,4.75,N1:4.40,33000442,,6.80,6.75,
4.50,6.75,,6,N1:2.80,33000443,,1.80,5.75,
7.75,9.75,,6.25,N1:5.20,33000444,,8.20,8.50,
8.25,8,,5.50,N1:6.20,33000445,,8,7.75,
,,7,,N1:2.80,33000446,5.75,8,5,7.50
7,8,,4.75,N1:8,33000447,,8.40,8.50,
7.25,8.75,,6.25,N1:4.60,33000448,,7.40,5,
6.25,7.75,,5,N1:4.40,33000449,,7.40,5.50,
,,8.75,,N1:3.40,33000450,6,8.80,5,7.75
5.25,7.50,,3.25,N1:4.40,33000451,,6.40,7,
7.75,9.50,,5.75,N1:3.20,33000452,,6.80,7,
,,5.50,,N1:3.80,33000453,5.50,8.40,6.50,7.50
5.75,8,,3,N1:5.20,33000454,,5,7.50,
6.75,7.50,,2.75,N1:3.20,33000455,,5.60,6.25,
6.50,8.50,,4.25,N1:1.80,33000456,,6.60,6.50,
5.75,7.75,,3.75,N1:7.20,33000457,,8.20,8,
4.50,6,,4,N1:4.20,33000458,,2,6.50,
,,6,,N1:5.20,33000459,4,8.60,6.50,8.25
7,8.50,,5.50,N1:5.80,33000460,,8.60,9,
,,8,,N1:2.40,33000461,4.75,9,6.50,7.50
3.75,7,,3.75,N1:3,33000462,,4.80,5.75,
6.25,8,,5.25,N1:4.20,33000463,,5.80,6.92,
7.25,7.50,,4.75,N1:2,33000464,,6.80,6.25,
,,8.25,,N1:8.80,33000465,5.50,9.20,8.50,7.75
6.25,8,,3.75,N1:6.60,33000466,,8.40,8.50,
7,8.75,,6.25,N1:6.80,33000467,,8.20,7.75,
5,6,,3.75,N1:4.40,33000468,,5,6.50,
,,5,,N1:6.20,33000469,4.50,7.60,6.75,7.50
5,5.25,,3.50,N1:2.20,33000470,,5.40,6.50,
6.25,7.25,,5.50,N1:3.40,33000471,,2.80,4.75,
6,7.25,,4,N1:2.60,33000472,,5.80,3.25,
,,9,,N1:8.20,33000473,6.75,9.20,7.75,8.50
,,4,,N1:2.20,33000474,6,6.20,6.25,5.50
5.75,8,,3.75,N1:2.60,33000475,,4.80,6.50,
6.25,7.75,,3.25,N1:4.40,33000476,,7.80,7,
7.50,7.25,,3,N1:4.80,33000477,,7.60,7.50,
,,7.75,,N1:4.40,33000478,5.25,9.20,6.50,8.25
6.25,5.25,,4,N1:3.60,33000479,,6,6,
7.25,7.75,,5.25,N1:4.60,33000480,,7,4.50,
5.25,6.75,,3,N1:0.60,33000481,,2.60,5.75,
,,8,,N1:4.60,33000482,5,9.20,6,7.75
5.50,6,,4.75,N1:1.60,33000483,,5,6,
6.75,7,,5.25,N1:3.20,33000484,,8,6,
,,9.25,,N1:6.40,33000485,9.25,9.40,7,9
6,7,,3.25,N1:6.60,33000486,,3.40,5.75,
,,7,,N1:3.60,33000487,3.75,8,5.50,7.75
6.75,8.50,,6.75,N1:4.20,33000488,,8.20,6.25,
6,8,,4.75,N1:1.60,33000489,,5,5.75,
8,8.75,,5.50,N1:2.80,33000490,,8.40,6.75,
,,7.25,,N1:4.80,33000491,4.50,8.20,7.50,7.25
6.50,7,,5.75,N1:5,33000492,,8,7.75,
7.25,7.50,,5.25,N1:5.40,33000493,,7.60,6,
5.50,6,,3.25,N1:3.60,33000494,,3.40,6.50,
,,9.25,,N1:3.80,33000495,9.50,9.40,7,9
,,5.25,,N1:9,33000496,6.50,9,7.50,8.50
7,8.50,,6,N1:4.80,33000497,,8.20,6.75,
,,8,,N1:4.40,33000498,4.75,7.60,7,7
6.50,9,,5.25,N1:5.40,33000499,,8.20,5.50,
5.25,6.50,,4,N1:2.60,33000500,,3.20,5,
7,8.25,,3.25,N1:3.20,33000501,,7.40,5.92,
7.25,8.75,,3.50,N1:4.60,33000502,,5.60,5.75,
6,7.75,,4.50,N1:2,33000503,,6.40,5.50,
7.25,9,,5.75,N1:3.20,33000504,,6.80,6.50,
,,5,,N1:8.60,33000505,6.50,8.80,8.50,6.50
6,8.50,,4.25,N1:4.40,33000506,,7,7.50,
5.50,8.75,,3,N1:3.60,33000507,,6.20,6,
5,3.50,,4.50,N1:3.80,33000508,,5.60,4.75,
6.75,7.75,,3.50,N1:4,33000509,,8.40,6.25,
6.75,9,,6.75,N1:2.80,33000510,,5.40,7.75,
4.50,6,,3.50,N1:2.60,33000511,,5,6.25,
6.25,7.50,,5,N1:3.40,33000512,,6.40,6.75,
6.25,7.50,,5.50,N1:4.40,33000513,,7.80,7.75,
,,6,,N1:7.20,33000514,4.25,8.60,6.50,7.50
4.75,6.50,,4.75,N1:2.80,33000515,,3.80,5.75,
6.75,8,,5.50,N1:2.80,33000516,,4.60,6.25,
7.50,8.75,,3.50,N1:7,33000517,,8,7.50,
5.75,6.75,,2.75,N1:3.20,33000518,,2.60,5.50,
7.50,9.50,,6.50,N1:4.80,33000519,,7.60,6.50,
,,7.75,,N1:5.40,33000520,5.75,7.40,6.50,8
6.75,7.25,,4.75,N1:3.60,33000521,,6.80,6.50,
7,8.50,,5.25,N1:3.20,33000522,,7.80,8,
,,5.75,,N1:1.80,33000523,5.50,8,6,6.25
7,8.75,,4.25,N1:4.20,33000524,,4,6.50,
9.25,9,,8,N1:4.80,33000525,,8.60,7.75,
4.75,6.25,,3,N1:2.80,33000526,,4.60,6.50,
6.75,7,,4.25,N1:2.80,33000527,,7.20,7.75,
7.50,9.25,,5.75,N1:2.20,33000528,,5.60,6,
8,8.75,,5.25,N1:2,33000529,,5.60,6.50,
7.50,9,,5.75,N1:3.20,33000530,,8,6.75,
7.50,7.75,,5.75,N1:3.20,33000531,,4.20,5.25,
5.50,5,,4.25,N1:3.40,33000532,,4,5.75,
6.50,7.25,,3,N1:3.60,33000533,,7.20,7.75,
,,3.75,,N1:9.20,33000534,3.50,8.60,5,5.25
6.50,8.75,,4.75,N1:3.40,33000535,,7.40,7.75,
7.50,8.50,,7.25,N1:7.60,33000536,,8.60,8.50,
,,6.75,,N1:2.60,33000537,5,9.20,5.25,7.75
,,9,,N1:6.60,33000538,8.25,9.20,7,8.75
6.75,6.50,,3.75,N1:4.40,33000539,,6.60,6,
7.75,9.25,,7.50,N1:3.40,33000540,,7.60,7.75,
8.75,9.50,,6,N1:6.40,33000541,,8.60,8.25,
8.25,8,,6.25,N1:3.60,33000542,,7.80,6.50,
,,8.50,,N1:4.40,33000543,8.25,8.40,7,6.25
7,8.25,,7.25,N1:4.60,33000544,,7.80,6.25,
,,6,,N1:3.60,33000545,4,6.20,7,6
8,8.25,,5,N1:4.60,33000546,,7,6.50,
,,8.25,,N1:4,33000547,5,8.80,5,7.50
,,7.25,,N1:4.80,33000548,5,8.40,5.50,7.50
,,8.25,,N1:3,33000549,4.25,9,6,8.25
6,7.50,,4.75,N1:2.80,33000550,,7.80,5,
5.75,7.25,,5.50,N1:2.20,33000551,,5.40,6.50,
,,6.50,,N1:4,33000552,4.75,7.40,5.25,8.25
6.75,7.50,,5.50,N1:5.40,33000553,,7.40,7.50,
3.50,5.75,,3.75,N1:1.40,33000554,,6.60,5,
,,8,,N1:3.80,33000555,6,9.60,7,8
5.75,8.75,,5,N1:4.60,33000556,,6,8.75,
4.75,6,,4.25,N1:1.60,33000557,,4.40,6.75,
5.75,6.25,,4.50,N1:1.80,33000558,,5,4.25,
6.75,7.25,,5.25,N1:3,33000559,,3.80,5.92,
6.25,7.25,,3.50,N1:4.20,33000560,,6.80,6.25,
,,7.75,,N1:2.80,33000561,6.50,8.60,5.50,8.25
,,4.50,,N1:6.40,33000562,6.25,8.20,6.50,8
,,7.25,,N1:3.20,33000563,6,8.80,6.50,8.25
6.50,8.25,,3,N1:4,33000564,,8.60,7.75,
7,9.25,,4.75,N1:4,33000565,,7.40,7,
,,5.25,,N1:5.60,33000566,5.50,8.40,6.50,6.75
4.25,7.25,,4.25,N1:3.20,33000567,,3.80,7,
8.75,8,,5.75,N1:3,33000568,,5.60,5.75,
,,7.50,,N1:1.80,33000569,6,8.20,6.50,7.75
7.25,9.25,,6.25,N1:2.60,33000570,,7,6.50,
,,5.50,,N1:2.40,33000571,3.25,6.40,6,4.75
6.25,8.25,,3.25,N1:4.20,33000572,,8.20,8.50,
,,5.25,,N1:8.20,33000573,6.25,9.20,6.50,8.50
4.50,7,,3.75,N1:3,33000574,,3.40,4.75,
7,7.25,,4,N1:5,33000575,,7.20,8,
4.25,7.75,,3.50,N1:2.80,33000576,,5.80,8.25,
5.25,6.75,,2.50,N1:6,33000577,,7.60,7.50,
,,4.75,,N1:4,33000578,6.50,8,6.50,7
,,3.50,,N1:5.60,33000579,4.50,8,6.50,6.50
6.25,8.50,,4,N1:3.80,33000580,,6.40,6.50,
,,4,,N1:6.80,33000581,5,9,5.50,7.75
,,6.50,,N1:4.80,33000582,6.25,8.20,7.50,8.50
5.25,7.25,,5.25,N1:2.80,33000583,,6.80,5.50,
,,7.50,,N1:3.40,33000584,3.75,9,7.25,7.50
,,4.25,,N1:4.60,33000585,5,7.40,7.50,5
8.75,8.25,,5.25,N1:5.60,33000586,,7.20,7.25,
7.50,9.25,,3.25,N1:3.60,33000587,,8.20,7,
6.75,9.25,,6.25,N1:2.60,33000588,,7.80,8,
5.50,4.75,,3.75,N1:2.60,33000589,,3.20,5.50,
5,6,,3.50,N1:3.40,33000590,,4.20,5.25,
4.25,6,,3.25,N1:2.20,33000591,,7.20,4.50,
4.75,7,,3,N1:2.80,33000592,,4.20,6,
,,7,,N1:5.60,33000593,6.50,8,8,6.50
6.25,9.25,,7.75,N1:4,33000594,,6.80,8.50,
6.50,8.75,,6,N1:4.60,33000595,,8,8,
,,7,,N1:6,33000596,5.50,8,8,6.75
7.50,8,,6.25,N1:3.80,33000597,,5.40,7.75,
6.75,8.50,,2.75,N1:2.60,33000598,,4.60,7.25,
,,6,,N1:5,33000599,4.75,8,6,7.25
7.75,8.75,,7.50,N1:2.80,33000600,,7.40,7.75,
,,8.50,,N1:5.20,33000601,5.50,9.60,5.75,8
,,7.75,,N1:5.40,33000602,6.25,8.40,4.50,6.50
7.75,9,,7,N1:5.80,33000603,,8,8,
,,7,,N1:8.60,33000604,6.25,8.60,8.50,7
8,8.25,,4.75,N1:3.20,33000605,,3.60,8,
7,6.75,,5.50,N1:4,33000606,,8.40,6.75,
5,8,,3.75,N1:3.60,33000607,,8.20,7,
5.75,8.25,,4.75,N1:3.40,33000608,,7,8.25,
8,8.75,,7,N1:3.40,33000609,,5.80,7.25,
,,7,,N1:4.80,33000610,4.50,8,7.75,7.25
,,4,,N1:6,33000611,6,8.40,6.17,8
6.50,9,,5.75,N1:5,33000612,,4.80,7.50,
5,3.25,,3.50,N1:2.60,33000613,,6,4.25,
,,5,,N1:1.80,33000614,4.75,7.40,7.50,6.25
6.50,6.25,,4.25,N1:2.40,33000615,,7,7,
7.50,8.50,,4.25,N1:2.80,33000616,,4.20,7.75,
7.25,6.75,,4.25,N1:2.40,33000617,,3.60,3.75,
,,4,,N1:2.60,33000618,5.50,8,7.75,5.50
,,6,,N1:3.60,33000619,4.25,7.60,8.25,7.25
6.50,6.50,,5.25,N1:3.40,33000620,,5.40,3.75,
,,7.25,,N1:3,33000621,5.50,6.80,7,4.75
8,8.25,,6.50,N1:5,33000622,,7.80,8.25,
,,6.25,,N1:3.20,33000623,5.50,7.80,7,7
8.25,9.25,,7.50,N1:5.20,33000624,,8.80,7.50,
6.75,7.50,,5.50,N1:1.80,33000625,,5.80,6.25,
7.75,7,,7.25,N1:2.60,33000626,,6.20,5.50,
7.50,9,,7.75,N1:4.40,33000627,,7.20,7.25,
6.75,8.75,,6,N1:4.40,33000628,,7.80,7,
,,8.75,,N1:8,33000629,5.25,7.80,6.75,5
,,7.50,,N1:4.60,33000630,3.75,7.60,8,6.50
,,8.50,,N1:8.80,33000631,7.75,8.60,7.50,5.25
,,5.50,,N1:5.20,33000632,6.75,7.20,6.50,7
7.25,9.75,,7.25,N1:3.60,33000633,,7,7.50,
7.25,8,,5.50,N1:3.40,33000634,,6.80,7.50,
7.75,8,,3.25,N1:2.80,33000635,,7.60,7.75,
6.50,6.75,,3.75,N1:4,33000636,,5,6.50,
6.50,9,,4.25,N1:4.80,33000637,,8.20,7.50,
7.75,9.25,,4.25,N1:3.60,33000638,,8.40,6,
7.75,7.75,,5,N1:3.80,33000639,,7.20,7.75,
,,5.50,,N1:4,33000640,5,8.40,7,8.25
5.75,7.75,,2.75,N1:3.60,33000641,,7.60,7.75,
7,8.75,,4.75,N1:1.80,33000642,,4.20,5.33,
,,7,,N1:5.80,33000643,5,9,7.25,8
5.25,8.25,,3.75,N1:3.40,33000644,,4,8,
4.75,7.25,,3.25,N1:2.40,33000645,,5.60,6.42,
,,8.25,,N1:3,33000646,5,7.80,7.50,8.25
5.75,8.50,,4.75,N1:4,33000647,,7.80,8,
6.75,9,,5,N1:3.60,33000648,,5.60,7.75,
6,7.50,,4,N1:3.80,33000649,,7,7.25,
8,9,,7.50,N1:4.40,33000650,,8,8.25,
,,7.25,,N1:4.80,33000651,4.25,8.20,8.50,7.25
7.50,8,,3.50,N1:5.80,33000652,,6.60,9,
,,5,,N1:6.60,33000653,5,9,7.25,7.75
,,8.25,,N1:4,33000654,6,8.40,6.25,7
7.25,8.25,,3.75,N1:3.20,33000655,,6.80,8,
7.75,9,,6.25,N1:5.20,33000656,,8.20,9,
8.75,9,,8,N1:6,33000657,,8.80,8.25,
,,7,,N1:3.60,33000658,5.75,7.40,6.33,7
7,8,,7.75,N1:6,33000659,,7,8,
7.75,8.75,,4.75,N1:6.60,33000660,,8.20,8.75,
7.50,9.25,,8,N1:2.40,33000661,,8,8,
,,6.75,,N1:4.40,33000662,4.75,9.20,7.25,6.75
,,8.75,,N1:5,33000663,7.25,8.80,8,7
,,6.25,,N1:3.80,33000664,6,7.40,5.75,6.50
5.25,8.75,,4.25,N1:3.60,33000665,,4.20,6.75,
2.50,5.50,,3.75,N1:1.20,33000666,,4.20,6.75,
,,7.50,,N1:4,33000667,5.25,7.60,7.50,6.75
7.25,8.75,,5.75,N1:2.80,33000668,,6,6.75,
5,7,,4,N1:3,33000669,,3.60,6.50,
,,5,,N1:4,33000670,2,8.60,6.75,7.50
,,7.75,,N1:2.60,33000671,6.25,8.80,6.25,7.75
6.50,8.50,,5,N1:1.80,33000672,,6,6.75,
6.25,8.25,,4.75,N1:2.80,33000673,,7,7.50,
,,6.50,,N1:3.60,33000674,5,7.40,8,6.25
,,7.50,,N1:3,33000675,5.25,8.60,7.75,7.75
,,6,,N1:4,33000676,5.25,6.60,8,7.25
6.75,8.75,,4.50,N1:2.40,33000677,,4.60,5.50,
8.25,8.75,,7.25,N1:5.80,33000678,,8.40,8.75,
,,4,,N1:5.20,33000679,4.75,9.40,7,7
,,7.25,,N1:3.60,33000680,6.75,7.60,6.83,7.75
7,8,,4.75,N1:3.20,33000681,,6.40,7.75,
,,6,,N1:2.40,33000682,4,7.40,6.25,6.50
7,7.75,,7.25,N1:3.40,33000683,,5.80,5.25,
6.25,7.75,,4.75,N1:2.20,33000684,,6.80,7.50,
6,5.75,,3.50,N1:2.40,33000685,,6.80,6.75,
5.25,8.50,,4,N1:2.40,33000686,,6.40,6.25,
7,8.50,,4,N1:3.20,33000687,,7.40,8,
6.75,8.75,,7,N1:4.60,33000688,,7,9,
,,8.75,,N1:5,33000689,6.50,9,8.50,6.50
,,7,,N1:4.20,33000690,5.25,8.60,7.50,6.25
,,6.25,,N1:4.20,33000691,5,8,7.75,6.50
8,8.75,,7.50,N1:2.20,33000692,,6,7.75,
7,6.25,,3.50,N1:3.80,33000693,,2.80,4.25,
6.75,6.75,,3.25,N1:3.40,33000694,,7.80,6.50,
,,7.75,,N1:3.80,33000695,6.25,6.80,6.75,5
6.25,9,,6.75,N1:2.40,33000696,,6.60,7.50,
5.25,7.50,,2,N1:3,33000697,,5.60,6,
,,8,,N1:4,33000698,4.75,8.20,7,8.75
,,6.50,,N1:6.20,33000699,4.50,7.20,8,7.75
7,7.75,,5.50,N1:2.80,33000700,,3.60,5.75,
7.25,9.25,,6.50,N1:5,33000701,,6.60,9,
6.50,7.25,,6.50,N1:2.80,33000702,,8.40,6.50,
5.50,7,,4.25,N1:1.60,33000703,,3.80,6.50,
,,7.50,,N1:5.20,33000704,6.25,9,7.75,7
6.75,8.75,,4.25,N1:4.40,33000705,,7.20,7.75,
6.75,8.75,,6,N1:3.80,33000706,,7,8.25,
,,6.75,,N1:3.60,33000707,4.75,7.40,7.25,7.25
6.75,8,,6,N1:3.60,33000708,,6,6.25,
,,4.25,,N1:4.20,33000709,4.50,8.20,6.25,7.50
,,5.75,,N1:2.80,33000710,2,7.40,6.25,6
,,6,,N1:5.20,33000711,7.50,8.40,4.50,7.25
,,5,,N1:3.20,33000712,3.50,6.60,6,5.25
,,4,,N1:4.20,33000713,4.75,7,6.25,4
6.25,4.50,,3,N1:2.20,33000714,,4.60,5.25,
7.75,9.75,,6.25,N1:2.40,33000715,,7.80,7.50,
,,4.75,,N1:6.40,33000716,5.50,9.20,6.75,8.25
6.75,6.50,,3,N1:2.80,33000717,,2.80,5.50,
,,7.50,,N1:6.80,33000718,4.50,9.20,6.75,9
7.75,7.75,,5.50,N1:3.80,33000719,,4.40,6.75,
7.75,8.25,,5.75,N1:1.40,33000720,,7.40,6.75,
,,7.50,,N1:3,33000721,3.25,8.60,6.50,7.75
6.25,9,,5.75,N1:5.20,33000722,,3.60,7,
,,6.25,,N1:3.20,33000723,4,8.60,6.25,6.50
7.75,9.50,,8.25,N1:3.20,33000724,,7.80,7.50,
,,7.75,,N1:4.60,33000725,6.25,9.20,5,8.50
6,8.50,,3.75,N1:3.20,33000726,,6.60,6.50,
8.25,9.50,,7.50,N1:7.20,33000727,,8.60,7.75,
7.50,7.75,,6.25,N1:4,33000728,,6.40,6.75,
6,6.75,,3.50,N1:5.40,33000729,,8.40,7.25,
6.75,7.75,,4,N1:2.60,33000730,,7.20,7.75,
6.75,9,,3.75,N1:3.40,33000731,,6.40,7,
6,8,,3.75,N1:3,33000732,,5.60,6,
4,7.50,,3.50,N1:3.20,33000733,,4.60,4.50,
,,7,,N1:4.40,33000734,4.50,8.80,6.50,7.50
5.50,7.50,,4.75,N1:4,33000735,,7.40,8.25,
6,7.75,,3.50,N1:2.40,33000736,,7,6.50,
,,6.50,,N1:5.40,33000737,4.75,7.60,7.50,6.75
6,8.25,,4,N1:2.20,33000738,,6,5.25,
5.75,8,,4.75,N1:3.60,33000739,,7,6.75,
7,8.25,,5,N1:4.20,33000740,,7,6.50,
5.50,6.75,,3.75,N1:2.20,33000741,,4.60,6,
,,5,,N1:8.60,33000742,7.50,9,5.75,8.25
,,5.25,,N1:4.20,33000743,6,8,7.25,4.25
,,6,,N1:6.80,33000744,5.75,9,7.25,7.25
,,4.75,,N1:2.40,33000745,4.25,4.20,6.50,6.50
4,6,,2.75,N1:1.20,33000746,,4.80,5.50,
,,6.25,,N1:3,33000747,6,8.60,6.50,8
6.75,8.50,,4.25,N1:3,33000748,,4.60,8.75,
,,6,,N1:2.40,33000749,4.50,8,5.25,6.75
,,5.50,,N1:2.60,33000750,3.75,8.40,6,8
6.50,8.50,,5.25,N1:2.20,33000751,,4,6.75,
5.75,8.50,,4.50,N1:2.40,33000752,,7.40,6.75,
7,7.50,,3.50,N1:3.80,33000753,,7.80,6.75,
6,9,,3.75,N1:2.80,33000754,,8,8,
,,5,,N1:7.40,33000755,5,8.20,6.50,7.25
,,4.75,,N1:5.60,33000756,6.25,7.80,7.50,7.25
6.75,8.25,,4,N1:2.40,33000757,,7.60,6.50,
7,6.75,,5.25,N1:2.40,33000758,,6.40,6.50,
7.75,7.50,,4,N1:4.80,33000759,,8.60,8,
6.25,8,,4.50,N1:3.20,33000760,,5.60,7.50,
7.75,9.25,,4.75,N1:2.20,33000761,,8.20,6.25,
8,9,,7.25,N1:4.80,33000762,,7.80,7.75,
6.50,5.50,,4.75,N1:3,33000763,,5,4.25,
,,8.50,,N1:5.80,33000764,5.25,8.80,7.75,8
7.25,8,,5.25,N1:2.60,33000765,,6.40,7,
7.75,8,,4.50,N1:3.80,33000766,,7.20,6.50,
,,4.25,,N1:3.20,33000767,5.25,6.80,6.50,4.25
4.25,7,,4.25,N1:2.60,33000768,,5.40,7.25,
8.75,10,,5.75,N1:4,33000769,,7.60,8.50,
,,5.50,,N1:5.60,33000770,5,7,5,4.75
8.25,9,,4.50,N1:2,33000771,,6.20,5.50,
5.25,8.25,,3.75,N1:1,33000772,,6.20,7.75,
5.50,6.25,,2.75,N1:3.80,33000773,,6.80,6.75,
7.50,9.25,,3.75,N1:4.20,33000774,,7.40,8,
5.50,8,,3.75,N1:2.40,33000775,,3.40,6.75,
,,4.75,,N1:4.40,33000776,4.50,8.40,7.25,5.75
7.50,8,,3.75,N1:2.80,33000777,,5,5.50,
4.75,8.50,,2.50,N1:2.80,33000778,,4.60,6,
8,9.25,,8.75,N1:2.80,33000779,,6.80,8,
4.75,6.25,,2.75,N1:3.20,33000780,,3.40,4.50,
7.25,7.50,,2.50,N1:2,33000781,,5,7,
4.25,7.25,,4.50,N1:3,33000782,,7,5.50,
,,8,,N1:6.20,33000783,5.75,9,5.50,8
7.25,8.75,,4.50,N1:2.60,33000784,,7,6.75,
8,9,,3.50,N1:2,33000785,,6.40,8,
4.75,5.25,,4.50,N1:2.40,33000786,,2.20,4.25,
5.75,7.25,,4,N1:2.80,33000787,,4.80,5,
7.50,6.75,,4.50,N1:3.20,33000788,,4,4.25,
7,8.50,,4,N1:4.40,33000789,,7,7,
7.75,7.75,,3.75,N1:3.80,33000790,,7.20,4.75,
7,9.25,,3.50,N1:2.60,33000791,,5.80,5.50,
6.50,8.50,,3.25,N1:3,33000792,,5.40,7.25,
7.75,7.75,,6,N1:3.40,33000793,,5.40,6.75,
7.75,8.50,,6.75,N1:7.80,33000794,,6.60,6.75,
,,8.75,,N1:5.60,33000795,8,9.20,8,9.25
6.25,7.75,,7.25,N1:4.80,33000796,,7.60,8.25,
,,5.50,,N1:5,33000797,6.50,6.80,7.25,6.25
7.25,8,,4.50,N1:4.40,33000798,,7.60,7.50,
,,4.25,,N1:5.20,33000799,7,8,5.50,6.50
7,8.50,,7.50,N1:4.60,33000800,,7.80,6.75,
,,6,,N1:5,33000801,5.50,7.80,5.75,7
,,9.75,,N1:3.80,33000802,9.25,8.60,6.75,5.50
7.50,8,,4.50,N1:3.20,33000803,,5.40,5.50,
8.50,9.50,,7.25,N1:4.60,33000804,,7.20,7.50,
,,6,,N1:6,33000805,5.25,8.60,7,7.50
8,8.75,,5.25,N1:4,33000806,,7.20,5.50,
8,9.25,,7.75,N1:8.40,33000807,,7.40,8.75,
6.75,7.50,,4.75,N1:4.20,33000808,,6.80,6.50,
7.50,7.75,,5.25,N1:6.20,33000809,,6.20,7.25,
6.75,8.25,,6,N1:3,33000810,,6.80,6.25,
,,6.75,,N1:2.60,33000811,6,8.40,7.25,6.75
4.50,6.25,,5,N1:2.40,33000812,,5,5.75,
,,7.25,,N1:5.60,33000813,6.50,8.80,7.50,8.25
8.75,9.50,,8.75,N1:5.40,33000814,,7.60,8.50,
7.75,9,,7.25,N1:5.40,33000815,,7,8,
7.25,7.75,,4.25,N1:5.80,33000816,,5.20,6.50,
7.75,9,,6,N1:3,33000817,,5.40,6.50,
6.50,7,,4.25,N1:2.80,33000818,,7.40,6.75,
8.50,9,,6,N1:6.20,33000819,,6.80,8.25,
6,8.50,,4,N1:3,33000820,,5.20,7.75,
5,8,,5.50,N1:6.80,33000821,,7.40,8.75,
7.75,8.25,,4.25,N1:5.60,33000822,,5,8.50,
7.25,9.25,,6.50,N1:4.60,33000823,,7.20,8.50,
6.25,7.50,,5,N1:2,33000824,,3.20,5.75,
6.50,8.75,,6,N1:4.60,33000825,,8.20,7.25,
7.25,7.25,,5.25,N1:3.60,33000826,,7.40,5.75,
6,7.25,,4,N1:3.60,33000827,,4,6.67,
7.75,6.75,,7.75,N1:3.20,33000828,,5.20,6.83,
7.25,8,,8.50,N1:2.40,33000829,,4,6.50,
6.75,9,,4.50,N1:3,33000830,,6.40,3,
6.50,5.75,,3.50,N1:2.20,33000831,,6.80,3.50,
7.75,7.50,,4.50,N1:3,33000832,,6.40,7,
6.75,8.75,,4,N1:4.60,33000833,,7.80,8,
6.50,6.75,,4.50,N1:1.40,33000834,,5.40,7,
,,8.25,,N1:9.40,33000835,6,9.40,7.25,8.25
7,8.50,,6,N1:4.60,33000836,,6.80,7.50,
6.25,8,,5,N1:3,33000837,,6.20,7.75,
5.50,8.25,,5.50,N1:2.60,33000838,,4.40,4.50,
6.50,5.50,,5.25,N1:4,33000839,,6.60,7,
6,7.50,,4,N1:2.20,33000840,,4,5.50,
,,5,,N1:3.20,33000841,4.50,8.20,5,4.25
,,5.25,,N1:7,33000842,6.75,7.20,6.25,6
4.75,6.25,,3.25,N1:3.20,33000843,,3.40,2.75,
6.50,6.25,,5.50,N1:3.60,33000844,,6.80,7,
4.50,7,,5,N1:5.20,33000845,,3.60,6.25,
9,8.75,,6,N1:7.60,33000846,,7,8,
6.25,8.50,,6.25,N1:4.60,33000847,,7,7.25,
7.50,8,,4,N1:5.40,33000848,,4.20,7.75,
7.50,8.50,,4.50,N1:5.80,33000849,,7.40,7.75,
8,8.25,,4.25,N1:4.80,33000850,,7.60,7.75,
5.75,7.25,,4.75,N1:5.20,33000851,,7,7.50,
8.50,9,,7.50,N1:7,33000852,,7.80,7.50,
8.25,8.50,,8.25,N1:6.60,33000853,,8.60,6.50,
7,8.25,,4.25,N1:3.20,33000854,,6.20,6.50,
8.25,8.75,,7.75,N1:3,33000855,,6.40,7.75,
,,7.50,,N1:2.80,33000856,6.50,8,8,7.75
,,9.50,,N1:4.60,33000857,8.25,8.80,8,7.50
8.25,9,,9.25,N1:4.40,33000858,,4.20,7.50,
5.50,6.75,,3.25,N1:3,33000859,,4.80,6.75,
7.50,8,,7.50,N1:2.20,33000860,,6,7,
,,8.50,,N1:4.60,33000861,5.50,8.60,4.50,8
5.25,8.25,,4.75,N1:4.40,33000862,,5.80,7.75,
7.50,8.50,,6,N1:2.40,33000863,,5,5,
8,8.75,,6.50,N1:3.40,33000864,,6.60,6.50,
6.25,7,,4.75,N1:3,33000865,,6.20,6.50,
,,8.25,,N1:5.80,33000866,5.50,8.20,5.75,7.50
5.75,6.75,,3.25,N1:2.80,33000867,,4.60,5,
5.75,7.50,,5.50,N1:2.80,33000868,,5,6.25,
6.25,6,,3,N1:2.80,33000869,,3.80,4.75,
6.75,7,,5,N1:4.60,33000870,,7.80,5.75,
8.25,9,,5.25,N1:8.20,33000871,,8.20,8.50,
7.25,8.50,,6,N1:4.40,33000872,,4,7.50,
,,7.25,,N1:3.60,33000873,6.75,8.80,7,9.25
8,9.50,,7.50,N1:5.20,33000874,,8.40,7,
4.75,6.50,,4,N1:1.80,33000875,,3.80,7,
6.50,6,,4.75,N1:2.80,33000876,,2.20,3.50,
6.50,7.25,,7.25,N1:3.40,33000877,,7,7.25,
6,7.75,,3.75,N1:3.20,33000878,,5,5,
8,9.25,,6.50,N1:6.40,33000879,,5.80,8.25,
6.75,8,,5.25,N1:4.40,33000880,,4.20,4.75,
7.50,8.75,,6.75,N1:2,33000881,,3.80,8,
7.50,9.25,,8,N1:7.40,33000882,,6.20,7,
